Year,AnnualMaxLoss
27238,420039074.357808
27239,3537835.521272
27240,21600181.336092
27241,3046724.188947
27242,66268288.625113
27243,5443880.579011
27244,54790168.476300
27245,22521003.960131
27246,1404697.502796
27247,40530709.666163
27248,9011251.983438
27249,198630894.828116
27250,1404722.761375
27251,3729238.754085
27252,484334.883323
27253,3820122.584022
27254,1648.252499
27255,36122897.401324
27256,924810.475480
27257,8021943.959598
27258,12349016.904337
27259,1006287.705318
27260,41128.028614
27261,827749.705576
27262,17597920.352450
27263,4466264.745578
27264,44409007.183647
27265,2222200.161822
27266,10071929.387423
27267,40363229.643706
27268,534636298.340683
27269,96514.599673
27270,184352304.275197
27271,17709977.183370
27272,56412084.733375
27273,4972667.386534
27274,54142382.630217
27275,969634.430635
27276,41535342.286025
27277,59074144.363013
27278,44508286.017499
27279,22746875.106652
27280,1924991.774110
27281,47449791.406877
27282,1309281.793093
27283,8155564.699926
27284,53136418.047999
27285,36457080.106805
27286,4008438.404101
27287,12099253.930351
27288,4361499.458270
27289,490347.144471
27290,300263067.919098
27291,10787767.644689
27292,9128825.082524
27293,33269399.755126
27294,7455098.317885
27295,3135498.476877
27296,2791694.164464
27297,1588550.021442
27298,189326301.042625
27299,6483974.901233
27300,813707.512943
27301,6736989.275492
27302,1742491.741118
27303,2695475.856511
27304,6252160.004868
27305,184096567.659417
27306,2039225.000770
27307,3833513.451992
27308,1243937814.891558
27309,48633832.005860
27310,234092400.477851
27311,3065057.935878
27312,673851267.571299
27313,354551.896158
27314,54006.528430
27315,15765.306360
27316,40906128.489554
27317,4933270.942267
27318,183256.690739
27319,1402976.073552
27320,22533450.413438
27321,390537.290823
27322,2994149.053354
27323,1018591.532944
27324,22562.214529
27325,444.800620
27326,4608713.391709
27327,77836890.019085
27328,2232143.082637
27329,1898928.067703
27330,3028272.674743
27331,8678885.104993
27332,2852758.946662
27333,3844802.324127
27334,58726.908062
27335,374794.212439
27336,10781291.088402
27337,3052839.993529
27338,3146984.464548
27339,4443458.162954
27340,246036415.739847
27341,1164564.952253
27342,1008340.990730
27343,5374903.760583
27344,154067.691344
27345,8146.888614
27346,488688.234226
27347,91096.244307
27348,5237427.550507
27349,121819.228659
27350,76563.683440
27351,2174043.719708
27352,82535383.215677
27353,81236085.488320
27354,5895313.443915
27355,974515.720932
27356,4707564.437621
27357,556277.347170
27358,733003.261029
27359,50066737.641300
27360,99227387.384727
27361,1225177.026129
27362,18991744.476576
27363,83787.841151
27364,255577.732389
27365,6937497.262987
27366,2871948.966095
27367,335485.249261
27368,245766.203948
27369,3331818.940430
27370,19690.068846
27371,4169945.993609
27372,327327425.999618
27373,3214217.445431
27374,687727.678465
27375,7354.517660
27376,133889956.385963
27377,7532314.434073
27378,2761729.696211
27379,212736.635627
27380,1135820.750475
27381,39297136.319799
27382,288196.327523
27383,1651658.444843
27384,171775.898905
27385,388697.658688
27386,102964734.465298
27387,34035.473764
27388,6775985.066755
27389,9265.840304
27390,58232176.252884
27391,592093.450710
27392,21459294.556305
27393,305778763.533324
27394,1725.766832
27395,21691436.927529
27396,180379803.716311
27397,284121.671657
27398,8040801.425133
27399,2946802.657471
27400,7424.809838
27401,5522531.303059
27402,215734507.049182
27403,1364467.899523
27404,1182219.976385
27405,54506984.589962
27406,3581804.111480
27407,13005140.918311
27408,279970398.646401
27409,20349873.254473
27410,133388.352851
27411,22265708.102475
27412,42172776.016722
27413,65459.135701
27414,11761148.307882
27415,66105.263426
27416,216628.377160
27417,5980104.465625
27418,11526144.076191
27419,94228718.123327
27420,56327826.517020
27421,38896032.843771
27422,5985234.226459
27423,12719421.107414
27424,553407.150860
27425,22908457.247025
27426,8516283.145763
27427,110452870.247160
27428,28132779.696693
27429,651416.114490
27430,1213655.302138
27431,10100216.550097
27432,2927788.700011
27433,6568291.557808
27434,171595.675741
27435,10698986.637220
27436,1082927.211923
27437,43872239.774701
27438,7913808.141422
27439,3959010.393546
27440,134997166.174395
27441,2748210.194324
27442,2980365.538219
27443,76212674.486876
27444,172.167303
27445,155580535.347790
27446,171360.907160
27447,5075524.540844
27448,42304176.368082
27449,123138541.247654
27450,1284801.489779
27451,835589.114013
27452,1548836.240009
27453,8824749.957653
27454,66675913.258392
27455,613457.459562
27456,246237.255940
27457,10932334.494655
27458,359546.255760
27459,2007155.213394
27460,4017296.854926
27461,2366711.909874
27462,130316727.264692
27463,107297188.694859
27464,1045071.500944
27465,21932.546752
27466,4524381.617440
27467,262034427.727439
27468,212823079.205839
27469,6125455.853411
27470,1728442.508313
27471,79185843.265365
27472,386487668.768736
27473,1022718.715577
27474,86443082.781215
27475,7669826.656959
27476,985761.698581
27477,107417020.252294
27478,7405225.599129
27479,124998893.601113
27480,15374584.319036
27481,126203.382985
27482,1415159.899146
27483,501070944.219841
27484,97462400.664735
27485,23437052.592340
27486,170666.325840
27487,888075.234911
27488,2262604.568477
27489,81003680.775489
27490,88976.305569
27491,512827.219129
27492,36648863.331663
27493,9938889.490778
27494,8267983.341313
27495,2746667.837996
27496,12458843.996160
27497,47282541.498844
27498,1620414.054485
27499,1504485.664984
27500,7426164.827770
27501,5272339.844560
27502,276520524.252192
27503,6682495.376464
27504,553332.478613
27505,2677694.644331
27506,106747.730361
27507,1130441.647736
27508,683863.289953
27509,6564135.287364
27510,66122651.825132
27511,126810.899771
27512,1710314.685572
27513,133533.907997
27514,2262167.213726
27515,6766357.125303
27516,97195525.358810
27517,10455128.097413
27518,2575323.763812
27519,85076.214667
27520,411111.779338
27521,4377246.280205
27522,7113027.196614
27523,384428764.812775
27524,14943212.324492
27525,10320.331715
27526,932920.993853
27527,4073279.126699
27528,277559.551416
27529,501651147.937684
27530,38077.461259
27531,1282451.334468
27532,734425347.804432
27533,1227944.161056
27534,174517926.142830
27535,1954127.095311
27536,22152933.731323
27537,46425939.907694
27538,2110129.037112
27539,7917227.497144
27540,223735474.837879
27541,443110.902720
27542,29332139.154888
27543,2251990.071996
27544,2385954.839301
27545,253320087.308901
27546,499.361003
27547,7131123.482618
27548,49289319.289855
27549,7754570.855779
27550,2485416.201714
27551,1779194836.266861
27552,22285878.222083
27553,3790408.659157
27554,1332197.396853
27555,20078290.459952
27556,9970575.745765
27557,42850967.785540
27558,23583823.472239
27559,1402749.703227
27560,16646195.961156
27561,26274837.842299
27562,22566890.914229
27563,2335494.158680
27564,3252401.605990
27565,9745057.238163
27566,2051605.513415
27567,1912544.461157
27568,741946918.223548
27569,16415284.776271
27570,35172531.598766
27571,411948.381845
27572,27182401.341199
27573,19457432.470448
27574,3756178.349144
27575,3537623.614198
27576,498390.235251
27577,11267266.540506
27578,25948361.432015
27579,2403343.715838
27580,1032281.493006
27581,2419.391338
27582,2250682.571250
27583,5106707.631205
27584,98911589.650200
27585,5889.389605
27586,1426805.648621
27587,71694429.929096
27588,6500528.252455
27589,3262932.293249
27590,44511372.978129
27591,998756.571243
27592,1817278.704924
27593,38464406.883266
27594,4017.852416
27595,51983.504905
27596,29477473.192619
27597,7458937.847484
27598,172822.759699
27599,9790287.997079
27600,42238.161638
27601,51528108.372253
27602,1067074.388527
27603,2543135.641961
27604,15532856.865874
27605,1119461.092402
27606,484399025.750314
27607,39424275.297788
27608,30521541.258309
27609,116938563.981065
27610,378617751.300486
27611,14741535.494564
27612,43969995.671524
27613,99120630.037100
27614,77302359.378071
27615,424913.404215
27616,151177536.759916
27617,1060205.130315
27618,262226698.016335
27619,330310372.186074
27620,7434296.867360
27621,11803923.558502
27622,3574285.004219
27623,1254581.407461
27624,20639827.435156
27625,54408138.157446
27626,444172.924680
27627,71493753.014676
27628,563822.510982
27629,2752980.859963
27630,24288022.256513
27631,19928061.998734
27632,12865189.414860
27633,2684610.895485
27634,11833.116944
27635,19308611.633811
27636,63728.562231
27637,49381828.828049
27638,122920204.822732
27639,3891140.564491
27640,14852.044682
27641,5346499.175923
27642,555926.543098
27643,5884323.369272
27644,323977.545094
27645,489544.326877
27646,1414557.048391
27647,2293659.603689
27648,4243657.529441
27649,39342.687751
27650,3323353.906512
27651,16662224.225852
27652,210368.772756
27653,1700458.080125
27654,3306854.074480
27655,1455903.990110
27656,15213198.625737
27657,8758677.836346
27658,53823129.036723
27659,304564.981380
27660,1636254.446591
27661,434155.901025
27662,19442986.221246
27663,1138.935373
27664,14264561.346948
27665,14654663.042761
27666,33807.084862
27667,1759554.730191
27668,79681.807918
27669,2180146.695039
27670,34531386.870060
27671,11027655.264065
27672,289959.348869
27673,5157791.260973
27674,1196697.855506
27675,70654400.534438
27676,10291387.648264
27677,366922.686421
27678,65281.572321
27679,18417123.525349
27680,66676472.514335
27681,496042413.135644
27682,105042472.237253
27683,383087.212522
27684,6703905.135740
27685,23853332.062251
27686,696034.132852
27687,591378.977530
27688,13730795.019631
27689,154619.932570
27690,6330308.445106
27691,30537761.666552
27692,158988.020612
27693,80716129.413906
27694,948.653055
27695,2326230.253085
27696,119172.463901
27697,62840485.924012
27698,11165691.055351
27699,239422.882542
27700,376928.078273
27701,244133.337962
27702,26096826.169584
27703,2260750.787780
27704,11124123.623247
27705,18933135.783453
27706,4191753.422461
27707,1143072.480282
27708,4233802.963773
27709,39550374.158538
27710,516091.904799
27711,13565.253623
27712,13655103.516870
27713,326930.731573
27714,271934.292050
27715,30717371.500804
27716,1230000.899674
27717,70075.210045
27718,941748.890501
27719,414677995.626509
27720,2462091.853198
27721,678889.835391
27722,2253078.431512
27723,428073671.521521
27724,113537682.388528
27725,546794.313646
27726,5214929.533794
27727,37566.684755
27728,9161086.343036
27729,446095.996097
27730,366308834.142444
27731,360391.884862
27732,289421.362686
27733,13739743.831131
27734,20698410.410274
27735,132446.049306
27736,683449.099742
27737,2568779.716307
27738,7778564.365556
27739,127052.287975
27740,887087.973532
27741,9032057.794126
27742,4872461.433769
27743,145033581.808794
27744,499540.946648
27745,357529.876617
27746,14438101.830543
27747,20665445.375162
27748,32905499.139259
27749,66116791.660904
27750,53451.762537
27751,804000.868001
27752,7955880.010567
27753,126811216.727193
27754,92568388.458661
27755,1189453.059085
27756,50303955.534007
27757,15331119.170392
27758,38975.086123
27759,2859340.364131
27760,511711.300745
27761,136184150.140705
27762,17561787.328795
27763,170502.982070
27764,500962.781614
27765,1071812.444235
27766,2748449.030893
27767,28662253.765988
27768,2782411.195266
27769,276111802.405613
27770,50660588.352114
27771,4240437.692065
27772,2235470496.937177
27773,38968178.979362
27774,81284468.694910
27775,15613915.642976
27776,292034.222181
27777,54065.138635
27778,71665985.339384
27779,39355055.378589
27780,336394.746066
27781,66610864.568040
27782,930732.498149
27783,169468946.661521
27784,1842560.057732
27785,29434144.347935
27786,870194.282706
27787,4211407.779142
27788,62805527.205977
27789,10099546.050106
27790,4344520.680237
27791,936.596161
27792,5537462.295981
27793,82107880.060133
27794,3368507.058040
27795,43231996.038463
27796,218760.689893
27797,390029.873330
27798,103639750.877674
27799,2731461.941782
27800,1312575.848482
27801,33062342.608104
27802,2134099.971386
27803,6351073.896308
27804,5463911.359399
27805,3452595.182752
27806,3066932.590636
27807,1189366.885228
27808,6874229.153813
27809,1078580.389246
27810,5301947.164240
27811,1668078.345037
27812,30068183.940094
27813,3665685.370968
27814,6095596.925894
27815,21923325.525828
27816,230988257.750494
27817,4457980.494605
27818,896656150.097139
27819,11104410.694968
27820,12862675.892340
27821,2032056.231763
27822,5536.132679
27823,293344.499905
27824,16275.629293
27825,48292.035605
27826,196067612.767933
27827,25784566.753708
27828,22851569.302134
27829,204382962.291264
27830,337305.627731
27831,171287.775151
27832,2454852.046417
27833,183777.192515
27834,1149021.249467
27835,7531346.117185
27836,83247789.110747
27837,36818.974404
27838,1353689.633214
27839,14601493.198948
27840,103691378.022574
27841,561022.962053
27842,544706.810752
27843,3635911.895504
27844,0.825110
27845,11398109.968763
27846,63374.009291
27847,2079823.146822
27848,968002.049964
27849,115088.072730
27850,402871.389037
27851,24425360.765451
27852,260007.354529
27853,3711495.229981
27854,305650083.548422
27855,1544727.939975
27856,4759691.624124
27857,3783489.464247
27858,9406485.022350
27859,225142328.113174
27860,62033290.535033
27861,821675.386483
27862,38306491.192103
27863,2115094.475405
27864,3662056.461011
27865,42787567.578640
27866,26073147.726563
27867,11649877.473681
27868,216780.985725
27869,64744.000026
27870,11368894.545469
27871,298582359.150245
27872,2520398.354512
27873,8981078.225503
27874,5043823.270408
27875,7451021.888694
27876,1765484.766601
27877,21536267.680308
27878,179003.775234
27879,8732151.411220
27880,16087064.380403
27881,101720.312940
27882,14162359.951311
27883,174638317.407431
27884,78826022.706753
27885,1149667.835912
27886,3221699.127031
27887,3831030.774619
27888,177037775.832094
27889,72351702.258420
27890,10574998.046237
27891,7112218.675866
27892,12290650.209413
27893,4668379.479307
27894,990364.094642
27895,2005759.266998
27896,2356252.780601
27897,3315044.693584
27898,51286901.317825
27899,2460223.342761
27900,76435377.225742
27901,1161747.797099
27902,6881663.072440
27903,2854567.161634
27904,275771.593694
27905,12623718.135748
27906,142805028.305279
27907,182589.803271
27908,13435712.925137
27909,9773257.193075
27910,23028078.411411
27911,8804608.408982
27912,4169891.586763
27913,350881.845933
27914,1099338.882088
27915,4373471.659558
27916,771691.651242
27917,332734.830076
27918,245726799.817769
27919,2664919.673812
27920,314402576.565905
27921,20918310.060068
27922,781202.596301
27923,603522.935521
27924,205353.838280
27925,4814672.595397
27926,172323045.385990
27927,105716586.942902
27928,35166427.103144
27929,12712658.219217
27930,4027724.210188
27931,1872369.749932
27932,73466642.873402
27933,57187796.520043
27934,66412311.096479
27935,832196.319580
27936,21942224.234704
27937,70529973.697315
27938,8080619.376801
27939,34230622.271690
27940,12997336.855657
27941,435305.958699
27942,17087794.380306
27943,65243597.572599
27944,38892870.866319
27945,375352345.651250
27946,155262.103012
27947,1308155.996043
27948,6318152.478090
27949,3251420.084372
27950,32400153.622749
27951,9987485.824340
27952,19073122.421842
27953,432850.416172
27954,914982.050350
27955,25385170.210045
27956,782327.543668
27957,152927631.581967
27958,50535426.742131
27959,132358931.703164
27960,37017611.175243
27961,41044402.925371
27962,156816.223016
27963,17977527.057463
27964,14485438.488057
27965,142824656.894737
27966,219145193.839695
27967,43544380.618689
27968,97391778.115580
27969,15723492.399136
27970,58753275.007149
27971,63234432.900733
27972,1852191.959307
27973,63300.370987
27974,766154967.417450
27975,1227722.132651
27976,1710300.696042
27977,2789981.628478
27978,1353498.543828
27979,4499363.729422
27980,93097.406052
27981,76609403.061855
27982,5838599.358129
27983,1784116.682106
27984,135488.371409
27985,5240175.967949
27986,14339.609786
27987,1742529.637010
27988,1286766.121534
27989,462775.724712
27990,987465.745811
27991,4127272.210051
27992,715038.807575
27993,364450650.748143
27994,81026.824746
27995,439331.843669
27996,1979667.238079
27997,210825121.082612
27998,23231233.420185
27999,32525269.423302
28000,31619625.516961
28001,1563478.982437
28002,229856.072113
28003,1461528.246371
28004,11195777.179709
28005,22766.313064
28006,276537.416246
28007,1422444.616007
28008,10474269.830906
28009,1438760.750735
28010,9663891.430905
28011,78942546.342421
28012,2242784.157366
28013,1297312.252339
28014,15162504.401914
28015,88075.459990
28016,307467.423813
28017,2829395.947554
28018,238151425.005640
28019,617342672.488572
28020,1950337.852325
28021,484258.464564
28022,4738014.492090
28023,495027583.803039
28024,87594162.862385
28025,46775051.510478
28026,2114687.666205
28027,5296816.890592
28028,138827646.731079
28029,4699404.855496
28030,252177.396465
28031,7614991.083618
28032,83333114.466848
28033,2917873.154644
28034,87913.401239
28035,118963679.939318
28036,77994524.300038
28037,3131358.052335
28038,16296249.671168
28039,170634.097155
28040,1163074.692003
28041,85610095.466249
28042,247980.143459
28043,1919028.712638
28044,4991932.266191
28045,31745452.908993
28046,1825047.161148
28047,162471.479156
28048,344519241.619146
28049,12426422.490089
28050,75333.824274
28051,11708765.822913
28052,363397645.310260
28053,140053309.646838
28054,1368688.798420
28055,1278188.867870
28056,120106413.752824
28057,43609667.601244
28058,3190485.991447
28059,1411098.228906
28060,77700395.675024
28061,6667903.221428
28062,3227586.228436
28063,280989626.719338
28064,41919770.996428
28065,110864.203315
28066,217433.231117
28067,18681175.763223
28068,257419.396642
28069,2048388.199047
28070,10056.389260
28071,26441.538456
28072,2270848.702154
28073,6102980.526643
28074,89901926.627764
28075,3934016.327644
28076,10407742.921414
28077,1876561.266265
28078,161320725.691533
28079,386333.914463
28080,25328.120142
28081,47561781.404649
28082,2045230.334979
28083,545113.337328
28084,3385829.439869
28085,75765.541072
28086,4411960.843299
28087,28287821.158726
28088,5927672.416357
28089,5222563.594802
28090,32502714.511551
28091,628341.196016
28092,2258846.153141
28093,12891004.972535
28094,8705003.070184
28095,12759750.786236
28096,7118082.442810
28097,3989545.134641
28098,17487864.091385
28099,463018.699478
28100,90037.149890
28101,4122835.080004
28102,1175442.248922
28103,85536.718196
28104,55648689.449807
28105,56792369.836700
28106,200040298.921955
28107,7442296.836202
28108,17457818.957690
28109,3258185.284848
28110,6946548.230436
28111,56546842.131897
28112,10990263.322430
28113,426382156.432187
28114,3765608.244412
28115,28169535.385503
28116,123743711.456236
28117,219534288.863720
28118,1148326.348631
28119,34281197.260874
28120,1715027.503081
28121,475879.538788
28122,4748908.782476
28123,98927535.752438
28124,2306631.579147
28125,202763668.308814
28126,467914.778528
28127,787065.100222
28128,10110802.482931
28129,28625858.206117
28130,1191545.493897
28131,3124119.203054
28132,87359971.109407
28133,802956.326026
28134,17077349.617110
28135,175505.111639
28136,410389.401993
28137,27099172.615285
28138,32088223.593499
28139,10440366.432195
28140,531697.249035
28141,101458657.410310
28142,19648898.593435
28143,1711358.274445
28144,382573680.123999
28145,254346565.399909
28146,782840.347254
28147,4134551.471458
28148,3318717.990642
28149,33845966.620589
28150,3899137.104588
28151,3590898.572223
28152,9246278.875415
28153,28731.110433
28154,283064217.677274
28155,9164839.177343
28156,295265.441104
28157,48889055.507634
28158,76620.896429
28159,8453199.981066
28160,77847304.430802
28161,154456082.240355
28162,18022534.900197
28163,108964.777639
28164,68806.945365
28165,3202725.910540
28166,116018794.551646
28167,6657107.463915
28168,8968452.370352
28169,39357299.123155
28170,191160421.704518
28171,11829204.781213
28172,12744672.904464
28173,1242203.966985
28174,10737058.954124
28175,741048469.820905
28176,555035582.050389
28177,1401153.622322
28178,1691668.339444
28179,75026304.415859
28180,263549.077416
28181,1670317.026075
28182,79834486.520035
28183,24633356.048211
28184,17774.658586
28185,9682287.605191
28186,37484611.375525
28187,4088949.368340
28188,49203474.448284
28189,601084.953715
28190,586608.027379
28191,550950.387850
28192,2265921.726654
28193,1336401.495416
28194,18839973.429120
28195,220932.356672
28196,88191155.070992
28197,32293490.711748
28198,2373.957375
28199,34138.108625
28200,4529526.011978
28201,4781840.815319
28202,117777041.636528
28203,1704977.252813
28204,404742311.107634
28205,19914347.876968
28206,8925270.705528
28207,175110.916362
28208,23699.970787
28209,17416.432975
28210,561740.990134
28211,24166064.731041
28212,302823716.629181
28213,8444994.196971
28214,22777196.966053
28215,1758046.534729
28216,12822883.612381
28217,184465.991826
28218,12533385.545598
28219,12158092.360109
28220,803421.119323
28221,2702764.615779
28222,32078969.774564
28223,1513732.490967
28224,3208186.609425
28225,135906795.563364
28226,6130240.960834
28227,111305.922733
28228,46548663.162384
28229,9186653.689065
28230,27069094.157317
28231,3776512.388710
28232,16245.427004
28233,20632728.430429
28234,395429.169604
28235,371834.948569
28236,30999479.556111
28237,715104.437898
28238,5065.434746
28239,43456.912191
28240,2442692.302182
28241,81698705.765631
28242,114566587.685426
28243,29164468.611657
28244,2513661.888199
28245,11415118.235212
28246,1288581.574512
28247,623563.471788
28248,61912344.833067
28249,144223.555317
28250,236963357.664997
28251,29621503.905164
28252,479355.374011
28253,60028022.868975
28254,43260262.932046
28255,15686.141501
28256,126372.027220
28257,489451.835389
28258,65902041.363445
28259,32119049.203724
28260,38000658.916151
28261,57105821.056016
28262,21353.955276
28263,70996812.081097
28264,890792.812277
28265,274957582.161373
28266,3617874.615725
28267,204857363.507400
28268,232880223.526676
28269,39640645.177296
28270,95912.088033
28271,1964213.833643
28272,1804156.404387
28273,22730126.356920
28274,1070432.542212
28275,1462338.937942
28276,6400494.480154
28277,1451389.885433
28278,260354.523192
28279,34160.368730
28280,723.102876
28281,5204387.560389
28282,388950097.387136
28283,40001626.938289
28284,53213427.052139
28285,22214144.497394
28286,13907245.654585
28287,1601443.582176
28288,4049584.464469
28289,1824625.486634
28290,19772.315048
28291,283979353.297737
28292,697223136.186821
28293,1637240.437353
28294,3563026.477654
28295,5435428.057488
28296,311041.411702
28297,76120725.654957
28298,3000158.944298
28299,82714.644975
28300,7230894.618431
28301,2882739.308682
28302,207247904.969259
28303,15176659.587401
28304,325530074.250085
28305,3023844.265129
28306,2695039.736304
28307,48447.153122
28308,1969809.279271
28309,1797658236.726400
28310,393676.456127
28311,17662094.510703
28312,1149871.040499
28313,29841568.024339
28314,795922.193030
28315,91882.229984
28316,183173776.483385
28317,3605354.488866
28318,3695496.164969
28319,24867368.414250
28320,16085449.670864
28321,1519403.706302
28322,23665001.606989
28323,408663726.506421
28324,736865.473461
28325,2150841.225009
28326,33398237.639069
28327,32563.442343
28328,162630.892352
28329,28792.573846
28330,4401866.570040
28331,38001054.363345
28332,65884458.260286
28333,52223.325143
28334,184252.899201
28335,933582.871623
28336,4449058.551436
28337,11575164.501499
28338,1247143.426028
28339,909896905.232026
28340,4085214.539077
28341,1492746.001763
28342,840418.662183
28343,6945882.629192
28344,902317.810799
28345,149508610.988635
28346,38620205.092376
28347,87787031.005098
28348,16316352.374134
28349,15774373.018056
28350,12542366.957784
28351,6198896.337740
28352,7779232.372956
28353,5117179.629991
28354,848598.440151
28355,90145428.870710
28356,14998957.300109
28357,7262682877.891862
28358,433680152.775011
28359,2431939.076868
28360,230304.862411
28361,21286818.572630
28362,10125337.492981
28363,47345514.205300
28364,89425863.063818
28365,204515.817549
28366,3028749.086509
28367,1233965.722335
28368,211390.380584
28369,2731148.031341
28370,61992147.356253
28371,1158220.068689
28372,882849.881409
28373,9233757.781233
28374,2272690.217575
28375,5359616.047498
28376,17207628.474066
28377,1560036.335748
28378,34249016.100294
28379,17966115.196738
28380,9835844.870658
28381,2305540.786967
28382,315379.113196
28383,2301079.294538
28384,1050150.381603
28385,23656246.294733
28386,2748270.196310
28387,136230269.538297
28388,6322500.434439
28389,1377449.181280
28390,62319441.605897
28391,152662.331055
28392,9007439.840342
28393,1574053.610448
28394,6006584.901517
28395,1000519.029747
28396,2803373.015186
28397,110614196.986902
28398,97837.083154
28399,1700155.777063
28400,5906002.216497
28401,1514639.779222
28402,30622421.623246
28403,738313.849413
28404,9428086.261831
28405,528819.832036
28406,27490094.315992
28407,609226.264765
28408,140606.317361
28409,10756.797434
28410,689553.344556
28411,1241894.701854
28412,4196581.634862
28413,133333384.247475
28414,3272137.158980
28415,3202956.857772
28416,223062927.812449
28417,1370016.401850
28418,84023039.699852
28419,2590972.216089
28420,5880356.952838
28421,233424.418273
28422,38962302.255220
28423,67550772.880577
28424,3455176.375321
28425,6472201.654505
28426,74336008.863749
28427,2319256.484144
28428,142864.234093
28429,938738.741544
28430,47479839.310212
28431,36967387.518555
28432,3319573.805018
28433,1504889.684100
28434,12417.883157
28435,134730724.433643
28436,3560998.694612
28437,5573.862493
28438,125782507.884550
28439,18963.557623
28440,6376186.270110
28441,1122911.211647
28442,8467407.324310
28443,360269.313927
28444,135945.897513
28445,70561442.574022
28446,886940.705213
28447,541140082.857026
28448,26869586.985454
28449,3429938.993049
28450,2483117.443883
28451,13406534.830645
28452,28313085.908276
28453,67265571.374063
28454,36559779.815719
28455,101917799.528683
28456,30554188.620133
28457,448120.286104
28458,24651317.261130
28459,138052.222183
28460,34895087.611961
28461,5057731.698074
28462,69948752.724030
28463,620372168.773168
28464,2145911.429011
28465,16581117.327552
28466,15666939.705514
28467,9681865.123711
28468,683113.261671
28469,10293514.933412
28470,167532642.179975
28471,26459889.139660
28472,2952846.319647
28473,1981.798671
28474,89108963.403891
28475,18539972.439087
28476,5316137.299496
28477,58812.186787
28478,129332288.351449
28479,589281.088942
28480,1075925.130047
28481,21197939.958831
28482,707901.668340
28483,2976425.872266
28484,67452008.153520
28485,25007529.431821
28486,17844493.518813
28487,18601386.143200
28488,893330.711879
28489,1697410.917658
28490,454879.864668
28491,4441321.287155
28492,15019248.119456
28493,213778181.609791
28494,586107.274562
28495,194368897.480419
28496,22051188.109787
28497,1599135.815194
28498,769551.484302
28499,211530749.652486
28500,2413127.954606
28501,94796387.842836
28502,816265.695833
28503,1019645.294125
28504,881028.706603
28505,226204507.050432
28506,3280957.689279
28507,36209304.318778
28508,4907500.095992
28509,4231.533203
28510,159411023.387844
28511,2633938.461352
28512,71706863.569889
28513,4461861.010517
28514,4171718.293900
28515,6675963.046031
28516,1953887.699519
28517,17209.455002
28518,527857.212684
28519,36780.315343
28520,56933363.857332
28521,2105.244568
28522,21413037.822591
28523,376924334.492523
28524,7785060.510929
28525,34612108.995116
28526,783178.352056
28527,166431932.132413
28528,3524300.168422
28529,24282818.323983
28530,48687419.872133
28531,231497.293272
28532,4313605.902640
28533,18252996.229035
28534,895139.647824
28535,311568.734808
28536,7443162.968631
28537,60934509.929466
28538,1593.593643
28539,14071696.394593
28540,49224299.269888
28541,137080250.168843
28542,109094459.173996
28543,61627.203017
28544,55345.966083
28545,4520772.667168
28546,1355100.897171
28547,396281.115376
28548,3321795.874674
28549,1620507.552359
28550,25501.613104
28551,66699699.773290
28552,93195215.299368
28553,845532.814430
28554,1248223.637672
28555,58803445.302880
28556,21885297.821069
28557,1424113.279091
28558,4963389.793210
28559,176572.742802
28560,376697.874348
28561,5253124.604680
28562,1621826.659095
28563,1903963.697499
28564,156356092.124460
28565,8446662.688891
28566,7570336.873469
28567,165569.802423
28568,200879.072529
28569,247650436.496669
28570,343292.574471
28571,2350165.639405
28572,643064255.330829
28573,11822087.645256
28574,192369.234474
28575,14152463.602561
28576,1516336.893507
28577,3154716.768985
28578,2705650.804061
28579,5518607.401237
28580,5452714.556912
28581,151198.562160
28582,9243112.777371
28583,55918139.942975
28584,8834225.033500
28585,995358.196904
28586,5762442.872383
28587,1001795.146292
28588,36537722.746416
28589,2831042.014247
28590,270280.537966
28591,3959794.803775
28592,1990858.885268
28593,1491187.702218
28594,943085.332113
28595,15047372.324448
28596,2127452.590799
28597,9078290.783478
28598,11008911.416126
28599,5764259.948447
28600,9677250.855589
28601,461902589.620806
28602,925643.986085
28603,2802740.885177
28604,94363802.639859
28605,30518404.497468
28606,2360104.837819
28607,4246972.970663
28608,1072050.053149
28609,5167080.722873
28610,345460.646567
28611,187641136.212582
28612,2327200.707518
28613,12774515.036621
28614,21130073.673675
28615,60567.057625
28616,272132.152228
28617,60037066.051735
28618,248401174.764646
28619,259936.834152
28620,68797240.737223
28621,90282.671227
28622,26769467.576338
28623,9397243.118242
28624,304805183.174662
28625,3762172.286850
28626,57310442.748778
28627,8099200.669736
28628,109692.832646
28629,32812679.678335
28630,2016311.772386
28631,50799430.389087
28632,2378423.636028
28633,24330135.381399
28634,1462223.380211
28635,727675.690549
28636,215225.516822
28637,111557.373674
28638,36070963.697028
28639,103258803.116569
28640,286652629.660958
28641,1097671.534665
28642,58294020.243197
28643,554575.549178
28644,28221.107685
28645,84855219.699718
28646,25498035.712616
28647,4090615.757487
28648,8131957.732428
28649,8424071.830657
28650,44422392.545991
28651,189014.782619
28652,1461955.075794
28653,79982822.390084
28654,1437751966.974656
28655,779423.748029
28656,653235670.190398
28657,216049.158765
28658,3956673.528671
28659,86467.829567
28660,719840.525919
28661,174087.580407
28662,912072.155649
28663,2943730.504362
28664,66367799.866770
28665,1037413.736876
28666,2663576.866052
28667,6757113.293357
28668,3298183.232812
28669,38958314.301211
28670,9931190.285902
28671,108691379.746738
